924899	363975.7356751566	261198
-625305.3249227527	-843993	-831371
196161	-153598.43079754442	-583019.8752142297
511827.5191244851	-752151	-15829
635425.7154323163	-410141	494954
598339	-753889.2837238709	645564.209789152
-78606	914692.5212712612	184447
-983426	-398507	565793
966205.83160823	40451	231700
960630.5835735877	-949369	-613451.3997381945
850689	2710.9883282685187	-778532
-337450	612576.0572739334	637539.5554218225
937449.414314422	-102298	927412
-600072.6032849564	43117.283220534446	-213384
313819	407467.7227878405	797984.2689316599
940507.1603772684	-106389	110179
518241	647087	-44291
-990154	-529669	-253895
221788	-830025	-240258
-387592.3580757994	-676425.6545395612	970617.0961159766
-886421.120430521	-31662	-566473.8564997138
-390283.0299488496	588370	-944698.0600601453
-168947.14644202066	125685	179249
-996444.7813613627	685262.73974988	904551
-3870.109929393162	884791.5199210644	-499631
-447705.08849517815	-794526.8762799109	-799569.5232241162
384674	-813028.9583102586	-566784
431422	107020	-870972.876863843
562887.3962462666	799837	12592
696947	-469014.7466070764	-777108.973307857
224114	-702820.9244330628	-543797.5418100774
-957600.6968831213	405808	494093.77189890714
-354715	152928	166423.42029688694
-930912	884555.3708315357	-585024
937625.2971413655	-298369.970298038	-264991
-822601.6236660662	781709.5121652274	73574.62231265032
-500354.55758123647	615020.1522187402	-460859.9500807016
814695	193759	-585953.436665067
-408045.90719666495	-795049.9179814399	283873.16504876805
-163049.2356507891	-136618.5900838765	-776907.915894727
782340	337025.9587780724	786911.5716323005
530728	-395157	-740464.1132178325
-58291	-498762.1128852331	-271635.5412097293
132297.9735024264	191776	334108.42982944637
-246474.07878042758	-856253.3089422004	-282906.9986332824
-133134.19265184633	205194.22548413882	-772551
-449934	-308900	-372988
-15994	369134	-146190.63461382734
-130670.14832289156	142902.02657041862	889270.0112109261
587325	-80732	-15403
684168	161796.3305990724	-180946
-532299	-338680.8069771079	-396815.70772397646
410402.23717793333	258090.8885477418	-66980.29304699518
-950272	23913.08443315071	28521.125312465476
-830335.4477489586	-633090	588184.7896085947
336417.34330393816	-967388.5642047207	-722107.4356292756
-241654	-265015.1889446209	-267510.09339099645
629585	784870	773282.4981090007
-740553	-867769.8526497365	-935611
-134410.60670429782	797890	-746854.9468460926
-394064	6374.319656777545	11903.065260355826
897075.2937810502	-616005	737573.9325995287
828241.4867792833	-447939.7055451218	-52441.56896680035
-404164.04268447345	759687	-747405
-456578	-874075	-616273.8985590043
461646.1018568515	773959.2926649076	129893
-821512	-607284.0009759318	128466
657410.3201350858	-860258.5179380573	857243.2602612006
-395386	956474.687275759	-32582.17212200479
171238	-117969	172757
981614.9895029382	-104974.22307972948	150682.17060174234
-172078.30052807857	480787	831805
284636.03288548347	607168.8548611649	-784632.7742672589
-660886	-483460.0648355389	742795.5603289793
908876.8402035029	97863.10004499555	-423196
-440281.3856584615	9395.463226038497	-169963.6872258361
131565.03339132876	449169.31256626523	794366
-448276	856983	184067.1193983052
-525389.9815871766	-38313.02858699835	371464.2097255073
-782322.3987735744	-602792	661417.9152741735
-659136	-316416.28300274105	-4073.8442005912075
-634035.7003303036	972028.6973757809	679351.7733827294
851040	821723	-861721.5193424324
-277241.7370298605	60004.856717280345	82392
-105583.63371009729	840130.9795921794	158649.12973476853
41385	-199068	376279.5214419379
-328240.8493830282	-871705.7788749561	213354.26106168563
163155.0204742821	589427.1027349196	227225.81387914717
925995.0587963604	-220336.4776099408	374584.50164330984
-590071	-916131.6500205976	988934
211761.3930631671	-601754.0595470881	-596650
529999	-831769.0838214769	-309998
-80149.6694533159	-833507.4661469377	-287458
-379089.16344213963	917463	601316.7945371289
3804.153042457532	-467106	-424255.23179672274
-582659.0448419373	215441.57688085618	806366
-872088	-796695	731590.3389799602
248770	852391.7565003023	812544.3701323876
-217957.14987678232	173787.24926219508	835073
71699.98581590108	-767220	944348.2076204717
-31570.91361248726	947871	202435
968208	545518	-258189.36667532614
-896567.9076834769	258892	-512601
-489128.2395585608	-788123	551444
437382.27766625234	672474.743242684	213120.42884323653
967032	669019.0006860686	531278.9894863409
672804.973923302	-732427.2765696559	-535366
-274372	-672896	690873
315633.7798245107	-721181	-566211.0832329168
-852174.0396338202	-352191.67809072905	967668.8417163496
433436.0403704925	904896	320546.9647834543
299795	825617	518594
-996472	520524	-563740.2043016735
-106068.04926864838	466651.75442448794	-633862
63006	997798.0515377098	-633339
201102.2364251616	228085	709475
85678	512970.80536952894	107993.04705576296
-708620.0002047594	-897470	-601985
488664	704609	800004.2153326462
-270298	757472.0231203602	92190.61476133601
-277625.96610131743	-465553	169645.0155980233
-19505	-769157	767330
-813559.9539543323	525960	-286904
-379901	-968721	-810751.1079426559
878159	-272425	-712430.0213681338
204328	-611746	693755.0394373657
-912081	-421209	-333762
58505	994644	865917
561637.4262338155	-541929	827390.3352588441
487992.4855898521	-535477	-473143.8234272103
272972	-909705.3174515394	865935
229098.52358217235	-168580.94496949087	217487
-861138.1888260304	-766698.6392729309	-15383.11406499066
343611	-249960	275940
126588	79237	-337147
74618.31885805237	-485532.1684513392	232369
483569	412280.82114704465	-29564.77862005215
-188319	-820468	255877
152930.96063842322	29859	623556
449892	-582447.9881137159	-805320
654503	991766	-827463.3670114988
407668.6207974325	-789874.684346779	-980931.4441071013
-482242	63706.819372466765	-976908.7174803581
331363.0590906488	-312985.831940291	-924073
620361.2324822501	-379764	-979769
552819	251245	-281914.09924303845
-643165	81433.48214401794	369087
-931558	396633	235204.77511992794
319945	136497.75959421834	27758
-232887	-77974	-726856.9642312154
-745607	-499106.79375602875	949060.7740057216
664400	397323	122359.75195063371
-733693.2785452466	-472235	223620.29532859847
-307121	-736271.7612771511	205831
-527327	303627	-160517.10922572052
680846	882686	-139955
827071.9145768555	502940	53413
874480	284719.3507542338	-826266.7699781018
-968279.9107264947	617945	-427900
11932.641297128517	286148	947331.3039949243
-72227	130461	-622470.4055429553
-412225.68470358546	-263975.8512583972	814294.9879412837
476325.7362810364	99200	-154225
669707	457974	-312048
110305.37753579998	99334	-985769.5022292181
645743.0687474962	662079.9058910091	-950084
685698.8735701959	-560844.7837110915	414081
854496	-66449	231634.7183040853
-795939.027258055	223452	297008.31858531083
927751.5529655877	379073	783109.7773852244
201500.47574940603	610306.4957969228	-164341
-231251	983619.643262099	-401672.32739864197
959988	-62364.82388632663	-532360
-720073	383554	-285790.77382364555
572525	-11629.036130827502	-11792.837974042399
60771.51845750515	43812.04603634693	35259.780010844115
-312438	-383203	-505067
-299811.3901232715	-245896.37812582322	-756578.1038101962
-145512	-659005	593452
852353.3264151104	-965782	866517
-56366	463482.0031414195	265472
-420461.09291053284	-311008	-858224
579081.2362336051	322738.45269482327	12583
-635873	64677.59056923562	173892.13208931359
438187	10272	-209705
235677.1307631489	-448937	-588884.1707720268
-411535	-704431	-508361.8727108794
-143467	-338978	293508.43790128874
216094	-948601	659847
421035.14422356966	-873939	-120701.10027848545
-836672	-521288.372789231	-961895.205353585
448459.85944009735	-449322.10088158445	-443947.43577031884
381041.67083264	370434.48274852615	-220969.8477471302
1123	63136	787242.3343410739
546734.3649090079	-529335.0409971129	969801
230072	733086.8333187301	-691001.2098700057
327283.70962532284	-75928	431213.83219271223
624047	62103.77221373445	360679.7708374914
698540.714686078	-183203	880984
233939.53131610667	-620914	-912361
909084.9757135434	-525064	179166.8896774887
-198639	-394453	-50418
-416.9053965485655	758435.2660800482	177563
-336510	183986.16852627625	232486.45155628375
-368919.43125789403	436778	-339378.5033819119
-118374	-464803.8043554132	210329.26772458456
-235443	-480876.36624325113	177256
674242	886626.9661784922	695507
-98257	-395731.78575487295	-137226
-528986	-173951	-907491.7304217356
-118199	829612.3579810157	857635.4833685891
124510.78306430578	-328422.08191570593	678493
806952.9008813556	854517	-652585
956154.8366097519	-402429.6793176292	-460873
-458314	759111.8511446975	-643032.2505454953
519262	188577.6873984018	789921
-555057	-483433.68968833354	462117
